B.1.1.7	1122521
B.1.617.2	169336
None	53535
B.1.2	114743
AY.71	1498
B.1.526	42691
B.1.1	55316
B.1.36	7072
B.1.9	163
B.1	106989
B.1.160	34358
B.1.236	549
AY.9	14832
AY.122	169118
AY.4	760373
AY.2	2877
AY.43	231723
AY.102	19485
AY.20	28907
AY.90	1795
AY.42	28506
B.1.222	599
AY.44	201101
A.27	605
B.1.525	9086
AY.100	25235
Q.1	7866
AY.39	50551
B.1.400	2366
B.1.597	228
AY.116	4534
AY.73	1259
AY.125	27637
AY.98.1	25317
B.1.351.5	1652
AY.9.2	28161
AY.5	49643
AY.124	8773
B.1.351	34364
B.1.524	813
B.1.629	432
C.16	958
B.1.619	1164
B.1.1.519	25183
B.1.214	116
B.1.214.2	1636
P.3	625
B.1.617.1	8093
P.1	64890
C.36	1102
B.1.1.375	90
B.1.137	5
C.35	1332
C.37	9018
AY.61	9170
B.1.1.372	1446
B.1.1.318	3482
AY.64	1659
AY.46.6	21728
B.1.1.1	3043
B.1.620	1182
AY.91	1498
AY.38	1655
AY.5.1	270
AY.94	2363
AY.34	13631
AY.87	1265
AY.36	9565
AY.29.1	6105
B.1.177	76327
B.1.1.275	90
B.1.258.20	63
B.1.177.32	741
B.1.177.52	570
A.30	5
Q.7	908
A.21	402
B.1.214.3	148
Q.4	3322
B.1.427	20335
AY.26	38585
AY.47	35328
AY.114	5670
B	9509
A	2762
AY.98	35121
AY.25	209666
AY.75	26466
AY.119	37927
B.1.575	3185
B.1.429	43673
AY.103	214360
AY.35	4760
AY.89	965
AY.122.1	16072
AY.49	224
AY.88	2669
B.1.220	96
P.2	5461
N.3	175
B.1.499	979
N.5	598
B.1.1.348	1294
B.1.36.1	869
C.26	139
L.3	281
N.9	170
P.7	228
P.1.17	6196
B.1.1.33	2390
A.2.5.2	642
B.1.1.28	3252
P.1.15	4580
P.1.14	21075
B.1.1.307	406
P.1.2	950
P.1.1	3136
B.1.1.442	48
B.1.1.135	222
P.1.12	2076
P.1.7	3446
B.1.600	150
P.1.10	3800
A.2.5	2070
B.1.1.128	152
P.1.13	1196
B.1.336	435
AY.54	20458
AY.9.1	13695
AY.45	7644
AY.6	26574
AY.23	14226
AY.3	121430
AY.97	693
AY.33	18646
AY.70	5164
AY.24	2509
AY.75.2	359
AY.121	10840
B.1.621	11885
AY.32	1767
AY.29	80547
AY.108	1354
AY.118	18469
AY.46	19206
AY.101	3366
AY.113	10238
AY.46.3	1314
AY.99.2	17006
AY.3.1	13219
AY.117	11856
C.37.1	341
BA.1	2142
C.22	14
B.1.1.117	113
B.1.111	859
B.1.104	264
P.1.16	2670
B.1.1.274	196
B.40	2753
B.1.498	49
B.1.503	404
B.1.258	15355
B.1.8	707
A.1	3570
B.1.110	244
B.1.212	61
C.11	94
B.37	34
B.1.243	14725
B.1.1.192	437
B.1.1.269	744
AY.105	969
XB	3032
B.1.1.409	383
B.1.1.222	5105
B.1.433	383
B.4	447
B.1.1.163	129
AY.110	6642
AY.78	1664
B.1.177.73	1673
B.1.1.10	932
B.1.1.419	134
B.1.1.203	57
B.1.1.16	20
B.1.240.1	40
B.1.1.231	325
B.1.623	1847
C.2.1	151
W.1	115
B.1.409	1303
B.1.189	232
B.1.177.81	5291
B.1.240	4745
B.1.588	1120
R.1	10995
B.1.637	13771
B.1.221	14058
B.1.576	899
B.1.349	1396
B.1.177.62	837
B.1.561	2525
B.1.625	452
P.1.10.1	83
B.1.621.1	2053
AY.53	3443
AY.66	1822
AY.62	2704
AY.14	12126
AY.120	28476
AY.39.1	28669
AY.93	3768
AY.4.2	81711
AY.5.2	479
A.2.2	592
B.1.319	328
B.4.4	54
B.61	177
B.35	128
B.1.356	579
B.1.83	64
B.28	310
B.6	1096
B.55	367
B.29	282
B.1.523	433
D.2	13341
B.1.1.263	644
B.1.1.25	1881
AY.39.1.1	3271
AY.30	3031
AY.107	2709
AY.23.1	2648
AY.83	611
AY.7.1	9542
AY.4.3	1577
AY.57	2146
B.1.466.2	2672
B.1.1.416	1119
B.1.541	228
B.1.596	11829
Q.8	5403
B.1.177.48	320
B.1.36.17	2075
B.1.1.317	2543
A.29	224
AU.3	481
B.1.351.3	1228
AY.40	1217
AY.84	1918
B.1.517.1	188
AY.37	3566
AY.82	727
AY.99	1202
AY.4.5	12113
AY.28	761
AY.92	3126
B.4.6	60
A.2	1530
B.1.1.161	328
A.5	527
B.1.1.70	3006
B.1.1.133	117
B.1.552	67
B.1.1.216	1168
B.1.36.19	112
B.1.595	3822
B.1.1.432	774
B.1.556	133
B.39	430
B.1.1.190	20
B.1.320	807
B.1.178	40
B.3	1201
B.1.1.89	169
B.1.415	71
B.1.234	7653
B.1.13	420
B.26	70
B.1.391	874
B.1.564	2448
A.3	483
B.1.177.12	6591
B.1.398	345
B.1.1.315	128
B.31	269
B.1.36.29	2590
B.1.1.418	52
B.1.627	480
B.6.5	13
B.1.416	770
C.36.3	1782
AY.106	3836
AY.74	10253
B.1.36.38	630
B.1.1.254	101
B.1.1.189	621
B.1.36.8	1035
B.1.1.284	9494
B.1.1.389	157
B.1.1.431	64
B.1.426	1003
B.1.36.36	1661
B.1.9.5	158
B.4.8	14
B.1.1.46	229
B.1.1.353	70
B.1.258.9	202
B.1.459	302
B.1.564.1	672
B.1.1.243	247
B.1.177.87	1380
B.1.1.312	485
B.1.177.57	3568
B.1.1.39	1951
B.1.36.10	212
B.1.237	224
B.1.1.344	95
AL.1	77
B.1.1.214	18127
B.1.177.44	1905
B.1.568	905
B.1.170	247
B.1.596.1	103
B.1.438.1	9389
B.1.177.86	5452
B.1.470	847
B.1.1.159	217
B.1.1.420	989
B.1.298	489
B.1.146	232
B.1.452	76
B.1.241	1283
B.1.517	2344
B.1.36.31	597
B.1.465	265
B.1.1.71	165
B.1.384	340
B.1.428	1031
B.58	98
B.1.23	168
B.1.1.198	672
B.1.108	174
A.19	110
B.1.1.77	24
B.1.260	231
B.1.1.413	159
B.4.7	99
B.1.530	158
B.1.311	3565
B.1.338	129
B.1.438	144
AY.65	2075
B.5	26
B.1.434	17
B.1.1.306	2350
B.1.113	62
AY.69	7103
AY.67	2087
AY.4.1	1435
B.1.177.7	5979
B.1.177.60	5128
B.1.1.294	766
B.6.8	121
B.1.369	3515
B.1.153	53
B.1.157	207
B.1.565	1255
B.1.22	822
B.1.225	65
B.1.469	274
B.1.1.63	2616
B.1.1.368	330
B.1.480	401
AU.1	800
B.1.466.1	141
B.1.1.523	646
AY.16	2838
AY.1	2603
AY.46.4	4933
AY.115	185
AY.76	342
AY.13	6016
AY.52	1291
BA.2	7
B.53	85
B.1.252	151
B.1.201	178
B.1.1.369	2241
C.8	249
B.1.91	485
B.1.1.37	5234
C.2	64
A.23.1	1426
B.1.1.186	302
AY.111	6719
AY.59	2492
AY.116.1	3553
B.1.1.164	196
D.3	168
B.6.6	1130
B.4.5	84
B.1.1.8	284
B.1.413	237
B.1.164	67
B.1.210	449
B.1.36.16	726
B.1.1.383	16
B.1.411	311
B.1.1.136	47
B.1.1.397	466
B.1.36.7	251
B.1.1.434	2870
AZ.2	1222
AY.95	1780
B.1.1.412	131
AY.19	459
B.1.335	220
B.1.36.24	160
B.1.313	159
B.1.1.75	94
B.1.471	388
A.25	54
AY.39.2	1163
B.1.6	58
B.1.264	81
B.1.39	258
B.1.314	133
B.52	100
B.1.1.401	20
B.1.333	96
B.1.1.142	52
B.1.535	35
B.1.428.3	84
B.1.1.464	703
B.1.441	107
B.1.36.33	143
B.1.405	96
B.15	57
B.1.355	96
B.1.177.33	616
B.1.1.354	352
B.1.177.39	65
B.1.609	2107
B.1.527	273
B.1.258.6	49
B.1.177.4	4733
B.1.1.141	500
B.1.1.266	82
B.1.1.279	905
B.1.521	200
B.1.1.371	98
B.1.1.5	117
B.1.291	53
B.1.177.67	131
B.1.1.153	919
B.1.560	1649
B.1.36.22	836
B.1.332	286
AY.4.2.1	12678
AY.5.4	4341
AY.41	3438
B.1.258.17	9708
B.1.1.331	86
B.1.510	40
B.1.360	84
B.1.513	72
B.11	237
B.1.1.319	46
B.1.1.113	143
B.1.224	51
B.1.93	1075
B.1.1.271	18
B.1.1.323	72
AT.1	179
B.1.1.232	558
AY.68	3026
AY.60	1074
AY.7	5277
B.1.1.47	187
AY.120.2.1	2119
B.1.367	1201
B.1.213	67
B.1.389	877
B.1.1.433	710
AY.50	2771
AY.112	79
AY.4.4	2946
B.1.149	295
B.1.1.170	806
B.1.177.50	242
B.1.177.23	311
B.1.1.521	179
AY.123	1349
B.1.1.219	207
AY.85	3160
B.1.177.43	668
B.1.1.347	54
B.1.177.75	978
AY.5.3	2394
AY.7.2	1882
B.1.258.14	1031
AY.77	997
B.1.1.234	82
B.1.160.22	148
AY.46.2	1577
B.1.177.38	96
B.1.1.404	64
B.1.160.31	122
AY.55	888
AY.22	564
B.1.1.277	1379
AY.120.2	873
B.1.408	588
C.30	578
B.1.1.415	20
AY.43.4	1748
B.1.177.77	1383
B.1.1.373	42
AY.51	1243
B.1.264.1	22
B.1.218	193
B.1.177.84	149
B.1.160.16	1102
B.1.160.28	352
AA.1	133
B.1.1.428	108
B.1.258.16	611
AF.1	26
B.1.177.56	1498
C.39	49
B.1.1.144	36
B.1.1.374	424
B.1.160.26	417
B.1.36.23	67
C.38	128
B.1.1.449	44
B.1.1.200	147
B.1.1.525	153
AY.99.1	941
B.1.1.137	78
B.1.94	50
B.1.378	114
AE.2	17
B.1.281	42
AE.4	22
AY.80	1228
AY.104	485
AY.46.5	6433
AY.11	757
AE.6	24
AE.7	12
B.1.1.326	596
B.1.1.27	178
A.28	381
AY.48	1814
B.4.2	15
B.1.199	209
B.1.159	82
B.1.351.2	3485
B.1.1.175	15
B.1.1.59	156
B.1.1.12	134
AY.10	1539
AY.86	1037
D.5	207
B.1.1.387	26
AY.58	1180
B.1.350	341
B.57	66
B.1.1.422	22
B.1.466	44
B.1.321	29
C.1	437
B.1.160.9	137
B.1.177.74	66
B.1.177.40	211
B.1.147	1321
Q.3	7035
AY.72	1135
C.36.3.1	370
AY.8	1646
B.1.177.8	1331
B.1.221.1	345
AY.120.1	3523
AY.96	907
AY.43.2	866
AY.43.1	727
B.1.258.11	2508
B.1.1.297	446
B.1.221.4	240
B.1.177.10	1141
B.1.1.522	54
B.1.1.528	147
P.1.9	223
AY.109	1930
B.1.12	126
B.1.1.436	39
B.38	42
B.1.1.221	108
P.1.17.1	1149
B.1.619.1	1561
AY.43.3	1362
B.1.343	49
B.1.9.3	26
W.2	207
B.1.151	90
B.1.223	362
AY.91.1	255
B.1.1.325	39
B.1.1.241	474
B.1.177.53	426
B.1.1.483	25
B.1.456	354
B.1.160.14	490
B.1.190	96
B.1.375	1199
AY.46.1	1065
AZ.5	287
Q.6	152
B.1.640	179
B.1.211	39
B.1.1.398	357
L.2	88
B.1.1.50	1484
B.1.1.122	23
B.1.219	109
B.1.177.37	37
B.1.1.351	360
B.1.160.20	113
B.1.474	520
B.1.160.8	776
B.1.177.15	1597
B.1.177.2	220
B.1.258.21	127
B.1.1.429	218
B.1.247	129
B.1.177.59	62
A.2.5.3	98
AY.79	1150
B.36	14
B.1.1.44	415
B.1.1.500	55
B.1.562	55
B.1.206	1272
B.1.160.33	231
B.1.277	42
B.1.1.218	135
B.1.1.240	218
B.1.1.162	34
B.1.1.204	330
AN.1	51
B.1.1.355	66
B.1.179	273
AY.63	2556
B.1.630	167
B.1.626	177
B.1.177.35	1670
B.1.177.72	295
B.1.78	115
B.1.160.30	325
B.1.1.349	97
B.1.382	109
B.1.1.194	201
B.1.631	376
B.1.636	170
AV.1	204
AZ.3	663
B.1.558	228
B.1.580	221
B.1.1.438	20
B.1.351.1	20
B.1.1.220	260
B.1.1.54	321
B.1.36.35	984
A.23	97
B.1.635	70
B.1.604	72
C.1.2	296
B.1.1.448	520
AY.34.1	1311
P.1.4	1032
P.1.11	105
B.1.397	214
P.1.8	240
B.1.195	209
B.1.1.378	116
P.1.3	29
P.1.6	519
P.1.5	12
B.1.1.393	13
B.1.160.25	108
N.10	36
C.14	230
N.1	43
P.4	264
P.5	76
B.1.581	111
B.1.1.332	32
B.1.1.376	170
N.4	238
B.1.547	41
B.1.1.462	113
B.1.1.45	69
B.1.1.171	274
B.1.1.402	86
B.1.173	38
B.1.1.74	250
B.1.362	633
B.1.1.356	112
N.7	40
B.1.1.97	37
B.1.407	29
B.1.167	127
B.1.582	2058
N.6	142
B.1.1.333	927
B.1.324	611
B.1.1.382	29
P.6	315
B.23	338
B.1.1.208	83
AY.56	607
B.1.1.83	372
B.6.1	38
B.1.1.301	850
B.1.143	49
B.1.188	82
B.1.1.273	152
B.1.88.1	208
AY.21	400
B.1.1.187	112
B.1.1.311	2798
A.18	19
B.1.388	11
B.1.544	164
B.1.1.359	35
B.1.538	145
AE.1	96
C.36.1	249
A.11	17
B.1.482	12
B.1.1.174	278
B.1.1.169	57
B.1.603	98
A.6	195
B.1.468	186
B.1.462	37
B.1.432	94
B.1.563	65
B.1.110.3	1376
B.1.274	84
B.1.279	1942
B.1.308	29
B.32	37
B.1.422	1240
A.4	78
B.1.1.207	939
B.1.577	1464
B.1.587	536
AE.8	2046
B.1.36.18	2410
B.1.128	1571
C.34	27
AZ.6	109
AY.27	20540
AM.4	281
B.1.395	142
B.1.1.403	38
AY.15	479
AY.18	107
B.1.1.399	11
B.1.1.176	2267
AW.1	334
B.1.36.26	368
B.1.443	214
B.1.478	94
B.1.404	767
B.1.239	785
B.1.232	1905
B.1.396	1451
B.1.36.37	360
C.31	56
B.1.1.316	1086
B.1.618	226
AZ.1	1236
B.1.131	108
A.2.5.1	210
B.1.371	891
B.1.282	70
AY.9.2.1	564
B.1.453	310
B.1.575.1	412
B.1.1.244	67
B.1.573	164
B.1.1.61	115
B.30	68
B.1.1.157	1094
B.1.551	816
B.1.1.411	67
B.1.520	44
B.1.1.305	240
B.1.509	1170
B.1.1.385	295
B.1.181	47
B.1.421	137
B.1.240.2	33
B.1.1.272	195
B.1.1.335	80
B.1.567	340
B.1.1.417	388
B.1.1.453	118
B.1.1.121	418
B.1.1.322	123
B.1.1.291	1337
B.1.1.329	268
B.1.177.21	13065
B.1.203	18
B.1.126	808
B.1.1.518	156
B.1.142	345
B.1.284	98
B.43	72
B.1.599	272
B.1.1.226	173
B.1.1.461	85
B.1.3	383
B.1.270	178
B.6.3	38
B.3.1	606
B.1.162	199
B.1.369.1	37
B.1.1.486	633
C.17	16
B.1.1.487	180
B.1.439	168
B.1.589	135
B.1.265	792
L.1	526
B.1.1.225	137
B.1.346	728
AM.2	9
B.1.1.181	220
B.1.177.54	1644
B.1.366	204
B.1.323	45
B.1.36.34	60
B.1.1.485	93
B.1.486	10
B.1.354	20
B.1.103	52
B.1.578	56
B.1.602	165
B.1.601	33
B.1.451	120
AD.2	4559
B.1.505	229
B.1.574	452
B.1.280	143
B.1.1.343	47
B.1.1.265	326
B.1.293	80
B.1.139	1363
B.1.570	330
B.1.361	780
B.1.254	44
B.1.1.339	95
B.34	73
B.1.36.9	324
B.1.415.1	128
B.1.316	9
B.1.166	123
B.1.1.118	96
B.1.598	59
B.1.506	40
B.1.160.15	202
AB.1	122
B.1.543	100
B.1.417	30
B.1.611	25
B.1.160.21	49
B.1.615	25
AS.1	105
L.4	24
B.1.592	25
B.1.606	167
B.1.359	44
B.1.416.1	635
AY.31	95
B.1.305	470
B.1.1.286	344
B.1.1.138	179
B.1.177.76	405
B.10	124
B.1.177.49	37
B.1.634	295
B.1.1.381	25
B.1.258.5	115
B.1.1.324	19
C.29	21
B.1.1.180	94
B.1.110.1	10
N.2	26
B.1.1.99	41
B.1.1.363	168
B.1.1.86	48
A.7	20
B.1.420	96
B.1.546	292
B.1.1.388	14
B.1.380	162
B.1.127	475
B.1.1.101	97
B.1.633	20
B.1.214.1	37
B.1.273	77
B.1.1.328	63
B.1.1.516	15
B.1.555	45
A.2.4	296
B.1.476	12
B.1.177.83	674
B.1.177.82	2185
B.1.177.16	1508
B.1.177.41	410
G.1	85
B.1.258.22	376
B.1.177.46	1111
B.1.160.32	233
B.1.177.31	106
B.27	57
B.1.22.1	33
B.1.1.13	21
B.1.1.41	165
B.1.1.230	113
W.4	742
B.1.177.6	1027
B.1.1.209	112
AY.20.1	178
AZ.2.1	123
B.1.258.3	600
	31
B.1.258.12	132
B.1.177.51	220
AY.16.1	421
B.1.84	49
B.1.507	91
B.1.105	106
B.1.118	117
B.1.263	27
B.49	20
B.1.358	20
B.1.177.24	767
B.1.613	37
B.1.1.298	1617
B.1.1.377	718
B.1.177.27	105
AD.1	244
C.30.1	149
B.1.221.3	1197
B.1.36.25	453
B.1.177.42	913
B.1.1.100	28
B.1.177.80	537
B.1.1.288	519
B.1.406	175
K.1	44
C.7	29
B.1.160.17	589
B.1.258.19	141
B.1.1.425	21
B.1.1.58	188
B.1.1.229	168
B.1.1.302	480
B.1.9.4	163
B.1.177.70	169
B.1.258.15	49
B.1.1.191	210
B.1.536	53
B.1.160.24	225
B.1.534	81
U.2	114
A.15	63
B.1.1.90	10
B.1.372	91
C.32	43
B.1.1.280	324
C.19	37
B.1.1.261	107
B.1.1.458	24
B.1.488	10
B.1.177.11	589
B.1.177.14	164
AP.1	666
B.1.36.39	450
B.1.362.2	216
C.23	176
B.1.177.64	17
B.1.177.58	751
AQ.2	9
B.1.1.224	69
B.1.473	50
B.1.36.20	59
B.1.214.4	110
B.1.1.346	34
B.1.1.308	85
B.1.258.10	87
M.1	47
B.1.463	126
B.1.177.45	2621
C.18	384
B.1.1.236	145
B.1.160.7	479
C.20	13
B.1.639	51
B.1.177.69	656
B.1.393	37
B.1.575.2	218
B.1.14	57
B.1.1.51	580
B.1.67	23
B.1.1.406	157
C.9	33
B.1.76	88
B.1.1.257	105
B.60	63
B.33	50
B.1.383	112
B.47	49
B.1.250	69
B.1.1.95	52
B.1.1.213	47
B.1.117	81
B.1.379	59
B.1.1.3	115
B.1.1.48	354
B.1.198	14
B.1.1.134	102
B.1.44	119
B.1.1.15	73
B.1.1.386	19
C.27	54
B.1.1.115	113
B.1.1.4	337
B.1.177.17	1218
B.1.177.19	699
B.1.36.28	174
B.1.177.18	863
B.1.1.196	174
B.1.258.4	290
B.1.36.12	105
W.3	187
B.1.177.20	659
B.1.160.23	207
B.1.177.30	397
B.1.177.25	67
B.1.1.255	329
AC.1	28
B.1.177.5	804
B.1.610	280
B.1.326	130
B.1.515	67
B.1.36.21	462
B.1.177.9	727
B.1.177.47	77
B.1.258.7	523
B.1.177.63	362
B.1.177.55	430
Y.1	78
AS.2	64
U.1	78
B.1.531	13
B.1.1.67	242
B.1.460	60
B.1.1.182	12
V.1	46
XA	45
B.1.617.3	344
AZ.4	298
B.1.81	47
AY.17	95
B.1.1.145	22
C.3	131
B.1.1.125	98
B.1.1.154	25
B.1.1.256	73
B.1.491	19
B.1.1.299	79
B.1.1.217	322
B.1.1.120	30
B.1.1.92	30
B.1.1.300	90
B.1.238	67
B.1.1.227	230
B.1.1.253	397
B.1.1.303	365
B.1.1.123	56
B.1.1.365	179
B.1.249	13
B.1.1.270	97
B.1.1.178	24
B.1.1.55	77
B.1.77	22
B.1.1.155	14
B.1.251	46
B.1.1.149	61
B.1.1.109	25
B.18	24
B.1.1.361	21
B.1.1.147	12
B.1.1.168	40
B.1.235	399
B.1.258.2	222
B.1.1.107	31
B.1.1.237	177
B.1.1.370	65
A.26	13
B.1.1.197	26
B.1.1.262	65
B.1.1.228	314
B.1.1.165	65
B.1.532	161
B.1.1.310	66
B.1.177.65	1497
B.1.1.309	177
B.1.1.341	17
AK.1	79
B.1.165	84
B.45	261
B.1.1.166	28
B.1.362.1	15
B.1.177.3	119
Z.1	313
M.3	13
B.1.160.10	123
B.1.177.85	182
B.1.177.26	142
B.1.549	219
B.1.1.130	65
B.1.1.34	77
B.1.428.2	31
AA.5	62
B.1.36.2	90
AH.3	263
B.1.97	40
B.1.1.408	36
A.2.3	208
AA.6	63
B.1.229	102
B.1.1.289	480
B.1.35	119
B.1.1.304	429
B.1.1.43	67
B.1.1.379	32
B.1.1.391	117
B.1.208	24
B.1.221.2	249
AA.8	45
B.1.177.29	20
M.2	14
U.3	257
B.1.1.396	23
B.1.115	40
B.1.1.421	33
B.1.1.201	43
B.1.1.38	17
AE.5	47
B.1.504	30
B.1.377	221
AM.3	30
B.1.1.193	13
A.12	6
B.1.177.61	23
B.1.110.2	6
B.1.489	27
B.1.1.366	62
B.1.248	34
B.1.9.1	31
B.1.1.482	42
Q.2	1643
B.1.1.529	4
B.1.1.296	55
B.1.231	31
B.1.1.380	102
B.1.1.410	28
B.1.350.1	7
B.1.390	104
S.1	202
B.1.467	27
B.1.180	20
B.1.1.364	16
B.1.1.111	102
B.1.160.12	156
AM.1	9
B.1.1.395	18
B.1.215	104
B.1.540	118
B.1.1.172	56
B.1.182	138
V.2	32
B.1.1.526	156
B.1.381	131
AY.81	542
B.1.1.242	24
B.1.1.447	28
B.1.607	19
B.41	124
B.1.1.82	28
AA.7	109
B.1.192	108
B.1.1.446	13
B.1.402	145
B.1.267	53
AQ.1	14
B.1.158	21
B.1.490	10
B.1.1.515	75
B.1.448	387
B.1.1.110	11
B.1.1.152	25
B.1.1.407	25
B.1.1.524	52
AH.1	10
B.1.258.24	94
B.1.632	135
B.1.533	96
B.1.1.435	29
B.1.1.336	59
C.36.2	77
AH.2	83
B.1.387	25
B.1.160.18	138
B.1.160.29	238
A.17	12
B.1.616	44
B.1.177.78	105
B.1.177.71	99
B.1.160.19	39
B.1.529	21
B.1.590	217
B.1.1.210	187
B.1.511	29
B.1.1.362	180
B.1.1.466	56
B.1.292	17
B.1.1.445	28
B.1.475	8
B.1.1.338	59
B.1.1.258	318
B.1.1.98	50
B.1.1.384	42
B.1.1.506	27
B.1.437	51
B.1.1.282	95
B.1.425	336
B.1.445	85
AG.1	15
AU.2	443
B.1.1.405	14
B.1.160.13	30
B.1.586	91
B.50	11
A.9	22
AK.2	22
B.1.329	1649
B.1.579	91
B.1.1.430	20
B.1.545	25
B.1.160.11	175
B.1.401	122
B.1.1.239	35
B.1.548	33
AJ.1	21
B.1.177.28	139
B.1.496	9
B.1.450	95
B.1.1.285	154
B.1.622	78
B.1.1.330	18
B.1.36.27	1133
B.42	30
A.22	15
B.1.595.1	171
B.1.1.350	16
B.1.1.87	15
B.1.1.17	60
B.1.399	478
B.1.1.185	13
B.1.537	55
B.1.184	18
B.1.492	148
B.1.497	3133
B.1.1.57	88
B.1.145	19
B.1.1.414	7
AE.3	32
B.1.1.53	92
B.1.348	61
B.1.617	1
B.1.1.116	20
B.1.1.340	23
B.1.1.148	86
B.1.1.56	27
B.1.168	41
B.1.605	169
B.1.400.1	66
B.1.458	9
B.1.1.440	85
B.1.1.88	20
B.56	35
B.1.542	32
B.1.428.1	30
B.1.177.68	65
B.1.177.66	24
B.1.1.267	92
B.1.1.184	50
D.4	15
B.1.310	24
B.1.205	40
Q.5	33
B.1.177.88	83
B.1.69	28
B.1.177.36	64
B.1.1.202	12
B.1.134	184
B.1.1.400	20
AY.75.3	459
B.1.1.465	64
B.12	157
A.16	62
B.1.1.283	43
C.13	39
B.1.1.205	269
B.1.554	99
B.1.1.337	276
K.2	26
B.1.612	403
B.1.1.517	144
C.33	17
B.1.1.26	191
B.1.1.452	11
B.1.1.484	10
B.4.1	27
N.8	33
B.1.593	99
B.1.302	75
B.1.1.30	13
AD.2.1	22
C.5	11
B.6.2	16
B.1.160.27	66
B.1.438.2	53
B.1.1.512	34
B.1.245	33
B.1.1.93	40
B.1.1.334	63
B.1.243.2	106
P.1.10.2	24
B.1.1.91	7
B.1.243.1	38
C.40	37
B.1.1.129	36
B.1.528	21
C.1.1	13
B.1.140	51
B.1.1.112	16
B.1.96	63
B.1.177.34	14
B.1.258.18	10
C.12	139
B.1.334	59
B.1.187	31
B.1.124	130
B.1.557	20
B.1.1.160	12
B.1.1.119	29
B.1.1.132	67
B.1.385	95
B.1.1.451	26
B.1.242	51
K.3	162
B.1.1.424	23
C.4	99
B.1.1.158	85
C.25	8
B.1.424	121
B.1.337	178
C.10	4
B.44	10
B.1.1.394	41
B.1.1.467	52
B.1.518	87
B.1.588.1	26
B.1.1.31	15
B.1.1.481	14
B.1.1.290	55
B.1.1.427	18
B.1.1.127	16
B.1.1.251	84
B.1.70	38
B.1.559	41
B.1.256	58
B.1.1.14	58
B.1.40	51
B.1.446	48
B.1.418	63
B.1.431	25
B.6.4	22
A.24	14
B.1.1.40	29
B.1.1.459	66
B.1.1.84	11
B.1.1.62	37
B.1.1.456	18
C.6	23
B.1.1.444	5
B.1.1.507	37
B.1.638	13
B.1.1.52	82
B.1.485	65
B.1.340	242
B.1.566	50
B.1.330	30
C.21	7
B.1.325	151
B.1.227	21
B.1.594	32
B.1.614	8
B.1.342	8
B.1.1.352	34
B.1.177.89	41
B.1.1.327	7
B.1.233	72
B.1.423	99
B.1.1.72	30
B.1.1.139	46
B.1.38	31
B.1.119	94
B.1.116	85
B.1.429.1	83
R.2	70
B.1.550	71
B.1.1.437	93
B.1.306	188
B.1.1.320	52
B.1.1.441	19
B.1.591	99
B.1.569	67
B.1.37	68
B.1.289	379
B.1.516	509
B.1.595.2	25
B.1.1.480	39
B.1.301	169
B.1.435	91
B.1.438.4	52
B.1.315	165
B.1.363	78
B.1.370	125
B.1.403	305
B.1.436	983
B.1.1.177	53
B.1.318	26
C.28	36
B.1.1.358	30
B.1.494	32
B.1.268	95
B.1.163	41
B.1.1.514	19
B.1.539	61
B.1.585	34
B.1.438.3	13
B.1.357	106
B.1.508	39
B.1.309	21
B.20	43
B.1.1.463	16
B.19	27
B.46	50
B.1.1.423	16
B.1.1.450	29
B.1.258.23	42
B.1.161	57
B.1.344	123
B.1.444	64
B.1.571	107
B.1.1.268	68
B.1.112	193
B.1.595.3	38
B.1.276	44
B.1.493	37
B.1.502	19
B.1.499.1	6
B.1.487	57
B.1.595.4	137
B.1.1.426	31
B.1.1.392	19
B.1.304	44
B.1.294	31
B.1.194	26
B.1.1.357	8
B.1.479	25
B.1.442	26
B.1.328	30
B.51	21
B.1.1.345	23
B.1.501	139
B.1.287	33
B.1.495	110
B.1.500	11
B.1.1.513	81
B.1.1.367	18
B.1.572	39
B.1.1.342	16
B.1.285	10
B.1.106	32
B.1.9.2	10
B.1.341	43
B.1.169	69
B.1.483	9
B.13	21
AA.2	130
AA.4	111
B.1.1.29	97
AA.3	37
B.1.120	130
B.1.1.49	57
B.1.1.249	14
B.1.1.360	32
B.1.1.114	15
